,id,prob
274,ca07faf83b8686e6e2ceeb7191f4b8153d027d03433694d2e8b21a4f636a233a,0.118
51,77ee7fda62aab2b66c5e4e39f68be5ee504ea196c491479de38da9f35eb49d9a,0.117
212,b40a68ca2a2cc6e2ff1cdf90a8ea35ed92e9bcc9cde1f8536c0657af3fa967de,0.116
15,e3f48cd54034c370927e5339dab813eb8945eb15a7e6c0df68b3dd8fd4c534ca,0.116
324,1f4af3bddccede6d2dabfe8eef64558e6fb84dd3765ab324f38d551e833f0647,0.115
427,c5c61fc0a8a4d7e4d0dc6b968ddade28c4649d5247fc2066c11ee99ff410855c,0.115
338,6fdcea3180267be94e2a8b6f23c7edc26b7b528e9019a7878560fdbcf7bf6e25,0.115
136,bca2b87f0592c73654f664b6279068ea629cedc9d7c87480f3b036cb2bbd94c6,0.115
222,d884cfba9994e34f579a89059020c5473dbdcae296828e490b48af0194a07ea2,0.115
67,ca7d4d28883a04fa6ffda83f022de343847cb45bc9879f4998d0b5a93ff01435,0.115
269,dbec737f863c9a700c23ce1983c8dd238b23ceb5821fee388d56bc1514587306,0.115
175,b7565022c5544f3cad0b71acea0bca519579c6046f164523e6d7581b8597d98e,0.115
247,c18d468a7267e41dafabf001a08f186a960a6422f705cf759308429510bc43b4,0.114
169,66c6396516fc0ada14d78f6493b6fdd4142f90e2d9f55c3cdc16ee7de16a78cb,0.114
52,a74b4b5172bafa295c4d2ef1548da7ccfe3d5e3502d632a077b730f415793905,0.114
260,1cdaafd8717bd9bbfdd2fb3e60229307deac285b77c17d0e7da37c2f60f14395,0.113
227,a333b90fd76570d46d00beb7d6cdffa913703f5bd02b76e41d428b5b704f30e7,0.113
383,e6e13c4d05cd699611e4741b98e415d978107a20648c0aaaf65b4c97006b361d,0.112
431,d62fed1a30012b02509cc4f3193ec847f935107fe333fe89bff08b74f2508e94,0.111
305,85dcb3730a71f1a0c9b0c76c70340fee7380c1849f60181b2ce3c7c98bc5c909,0.111
78,00489ba3f0d05b82ff626d66bf32769dff5ba75303bc9b48f2e971e14369de79,0.11
329,f1264f2293d072918c46d55ba06dc7ed29136d3148d5cac483ce3baf2650a6fa,0.11
394,dbe37c15193fecd870239a7e19ff3fc1cd98ac3989402dbc92604b2c861c8888,0.109
438,4ea9055539ea044c77377e52ad7f59c6b122ad771f326076ded71c8b20c8d2ab,0.108
190,96cdc4f7b8fd7537618656e2897ce7c5db208b83b7ab20ec7210f413d3d6f3e8,0.108
114,6de5fd78ccdf5253005629194214285f8dc3bc84d466b16946373bc52326c6a6,0.107
205,e8c41443f6847f210b6fae8158e4e13f0c87472f2ad7c9da07369c8a7acc1d3e,0.107
434,2ba611513b8033bc2f8ec444a404d93cce44c9edd27312aa262fae8988f2b505,0.106
199,df19206a2139372e62c1f43bef47168d76e511d99a3ffc1f88839566b109d058,0.106
344,f46af1c1623d3d2507ea0b8091379d5d75c79e3ae93fc63eae3470ae5030d263,0.106
372,4efb4623c06b0c0bdfdeb9fa0eb00120f670a77ebd8cde417f490460b3875330,0.105
58,541237b5ccaccc0aaf37b0acd6c46c31a4031b4bc07f67a4a7ce8ddac7c24e06,0.105
92,2e2ca63975badf5bf3cfb538e2dd30fb6750e4a231915e6e9d41f5970159b940,0.104
138,a907608ecd3dd3258b0069d72117436dd82d94884f95a8bceadb2f7fce90a5e0,0.104
412,843596e8419cff757089b2603ce58944d25c3d443b550db4954885fb81c08a61,0.103
132,38146c89414bba104ddad0b4622304bf7d09a440d70e5b875b99ac8c9edfe367,0.102
191,89565b439fa4135efdacf3407aa1137c7e8d1a171c73cc51b18f760358e0813f,0.101
320,f5c628059718189dddc58891e653533731acece413ca1de813a8ae15f973a54a,0.101
393,0db4f4916fd708011e52e5847afb711f380378c0844380077ad17af44dbed83f,0.1
421,f50a4dc323d45ae8e14355309c9d9986d92041673dfddcfd88a1aa164bd5f7b5,0.1
457,4a198769c0a6484dadf0bf8dc2300c1261d1d4a057c20dd3d0fae5f1a432068d,0.1
444,54fdb327b345640cf530fbf506809806c0d645c5f29b5338ac95f31896b3df1c,0.1
66,d9fdb0b12fe49d370e821bda95858c9440a1d0829fa09f3d07be456a3b07b63d,0.1
430,c00eb68b6949e2655d6f3457d298a16bd128522a1b9737da3c42c8c51a3f80c6,0.099
420,66c7b309e10d8cac6c415af982ee7b8140a8724a7846b2deb7390f7b9c0ba8d5,0.099
73,bf46fc06031a203b3fe0a3267bd4bf410fcd05abdc08d8632b223695b064b461,0.098
403,ce1d2ef80a86d9ee1e83f3abbd46c36bf0c332ff5e719d7a1ad0f9365be71798,0.097
171,f6964ee618a22b63654ccf23861db98fd5e505204b94e4dcc3c2dbbfd7959a5d,0.097
436,3430b51f05a0880957b476164f6ab9c7d2522ed8d54e4f53c1a22066b758a34d,0.096
451,761d742b0e61cbd9c3a7b70d8ce79c378e4d450bcb66e792ea540e8cd58e31b6,0.096
195,c70d0cb5f05eb6bcdaae1215ef17331026010f8b9f1fa901e19687ce3744cdf8,0.096
450,90868975efdbe7d7a6ca5ac3d17253e1610043cb2c0ca44eb6c6239b4a1a2961,0.094
7,4b317f5941494d8a0663aca0b9b9c5be74939ae878b40d31b7c85261a30b3bc2,0.093
399,e02395aba9b88fd1fc2a46362bb432403386c2dd90f88efeccfaf604dc114b47,0.092
263,b2e921fbe68986746db3801a9ac74686321a4522f11c69096171b9eaccf61950,0.091
336,fea503f3f3e2344e61bb65ccace28f450b588b3f05520056fab5ce953b5740ba,0.09
70,c77e461fe0d32760146bb2f0df02f0e9859e4f06c7d81371cb370c9c724b1149,0.089
382,8ab033c63dcf339912141174b46fa18743d6662b1f4701052582083c850c5bab,0.089
87,d09a9b35bd556ecee5086dfb3208e7325af5882626c24b0f96c4929f4b1b712b,0.089
249,2cc6f8ee28049df210ec219abe8a02eb67b548c44770e74e353f2274f3aeb09e,0.088
155,6b056753f7cc26feff9354d3f72c56b7fb03d4acb20b449e3479afce16811e46,0.088
443,96992ee633e8a0262fe38f2dfde94fb20c0bb08209e61dd3cbd6d9678601f028,0.087
84,f9657d3dca78c3d1a6f26f22379ef83aee9d4ecec1969970369c84bf90290747,0.087
397,6beb73f669fad71d309ee45693137e324ea2c79a50867ffe718dec310b50aac0,0.086
208,23e05224b2d2e15b736e986ea11c651d4f7f6a943622c47da7fe30b1a104a217,0.085
283,2570b977bb7d54b37eb5e5f168c22d0b8539f16d8af02b35cd6768c48ec11600,0.085
95,cf5abf9d1a1b5912e1fe2825f6130fdaa50a313a0d68f3693f675ad1d7e60bfc,0.084
268,5ffe848f76a1c84ffe742bed7dc569e8f244bc8540e0a803f3708a6c9443e52b,0.084
441,a0e638f0bb03ae1d466b11d67ef470c4cad24857123b00812395ca79ab7590ae,0.084
395,4db3114a4f39babd5fcceb9a99b7f872ad579782cc249c40840d6afa3bd729b9,0.083
75,8ae212f0bdae0a7f7d2984b79967ec297a9349c6d1b69f9488edf892e2acb5fe,0.083
333,0ea3f485f99836e3f0dd01c6c3f711ca0d2cf8b7bb869ff805a012db4a8b08e8,0.082
221,bb7a7d87d41f5c02b0d3b5aec842d29bf88a68bd306e126cea4d9073d6b40958,0.081
293,65cffcc3290c73ccb8a25def1ffdc8b64d17870454fb7964e15e598df77ec0c4,0.081
291,561cefb004b167adde30e5179b1565ceb1c8d43fb12b52b9591a145b8479b903,0.081
194,93df9eb8dc403c23d0e8b8ba226f5bb831a5e056c5be95a13c98230f8037f100,0.081
236,344543754ccf12734be09df11f1e949f8002beca385fa4602d14587bacfa4781,0.081
254,f6df36316054d5e133ef848953b614400054b646f274c4a42dd320f569990873,0.081
279,32f42fae00e17188bd509b7876f36ff99630a92f32a6d20df33f0f509368d223,0.081
9,c6075c40397ac50c4f8805c8dff04e545a7a11c7cbb510034528d01b9c31deb7,0.08
64,1706e79f147fe4481ff35f8e3566b6f0f80d80e8b9df3fef12670988b325713e,0.08
201,be13261e94cc356b73e612ad97cc7fdfa2998f3e70db5d1829f0d5a01305a026,0.08
392,87fd65e4ba219b3eac6b631b0635a2cb770cf97d2e7a596e863c35d0d7465e3a,0.08
126,ae9a62aace21360df92448d589d36fb8f9984cb299ae2ae54e20c4bbc117ef42,0.08
37,fb44a38453229ab3795e73794c0b7966dc26ea24f94da2b6965d60be61c18340,0.079
354,5eec7b8b514bc9d83e4fd55c160c3c814ed6d81e3fbb686f3a83eb67921033bc,0.078
262,ed100dd4566b0505631d46df840a6a703759f3d4e06edb0fef5bf3a636a5aa08,0.076
76,82c8cd6fe98c03487d685eb4c9604f57485ea11b0b163bdbc1f53a63fcd98925,0.076
98,021d2faf177f995a2011eb905d14777ec5091106b121a4bdb7f4a6eac5fd978f,0.076
5,d23e84d386deb53b82502230fa020084ec0d4391eadc9692afa44b2f91006b49,0.076
33,31a9b774217cdb320bc2881c917729bb58ce9722958854e76659ba387c69d61f,0.075
68,290803ce9835af8abee6e5c3c94cd6878accaed8f5d409f4640e5092fc74893d,0.075
61,5317b65902700f9566ceb9e4b4f5ed1fa0098f805052f6cbd53bd35dd52698a0,0.074
288,c246ae282651c4f3a5bf802d85cbfdff647c6bf729e2b83806bac292a2fbd66e,0.074
181,4b2a3c546e4a7cb8357495970221564adae4156ea9c6a343512163fc4af78293,0.072
259,c4010c2367bf2040cfa00fbbc274f19081904c64a5ddf62613529bf7089dea61,0.071
27,c94b741ac472233d11d6af5be3a491aae2dca09b0c03d8e7555152c8cdd69141,0.07
8,ff045934d90aab184dd15e66daf3b3c97193bda5449298784b664681610609a0,0.068
398,c12a4ac53908d20e40adffca08354caf5eec06e071c59b79aa2da5c95f2c93ad,0.068
196,19b9e6d5c72a87e990201dfa08f9f6dfa467b75a021db8ccd87370f7b824186e,0.067
277,d8b25dbe36e0ac0423ba33226d802dbc6255c97e666729f1e08816eb868984bd,0.067
359,636e260edb15d307fa03b63abe641fdd33b60260988b0915a419b3be6c326436,0.067
224,89dc76c0fcd37e6a7c517037ed3de7f16a643583600cf50919c9487c36f64fd8,0.067
272,566ff012a2dace92facb594a0596facbadec7e6daf9983511292029a3757aaaa,0.066
417,72f2cc0cb0e3d7885ff244f8e3ac347c77249b38e69233e5671aeda0a38b339c,0.066
375,64f74b9e11b1965b2b7e62391cb9932da1e8403784bb531095f33ddd1b86d9f9,0.065
74,54a007f16d56eac382196151dbe5b612b231add0b20393d51d865d699921e6b6,0.065
16,dcdabcef5d815e5e6e5bab3a553811d1ad9e628d61e91d3cbbbf0f95afe7ad1b,0.064
415,e17b7eb2eb0c50f51235eae877434595cf16824e611f91fc97a4a6724b2c7db7,0.063
331,99ecb57987e65568bdbf60e9dbf11856dee3a213ef42c0f0a821b7d9ece17f4f,0.063
117,aaac15bea839bda7cdc8b8d7943fbe23abdecaf42ffedf9fcaee5f87e97fd090,0.062
89,122f32d2422fe5c1163f78fe528854623c06369458a6c557a423e92afc184c33,0.061
328,7d8bc07369e020350243e04fa7760b29bd9cdc5dfd32ce12af9e2c69d3468fa6,0.06
368,3903aa060b017e11baae3f674c8743fb3a581c85f143111884a79aed32c91910,0.06
449,444ee4c1c60ea634094fa38c4f5ca3e97ca9fcc0e14769669b9bcd7fc6b3a8f7,0.06
429,65978618734a2a58d92c05a3f221573e07c84edefb401b27bff1bde58df5927e,0.06
237,a438ea25b46098ee8ac1927609fba7af54accd78eab2b6d90714ea83c770b4bf,0.06
120,cff0cb4edad66435ac0c58c72dacc814360e0c25c226767cc8461b633a9c2fc4,0.06
6,71a4c55b3bfa2549b0e1c73e689a8ca306ed9ee18e93ede1082eebf88c1e8632,0.06
411,0012f06c4ea31b52d25c6d791ec7f6c087bd7c0eb1f338c2400b987ee6e2c22b,0.059
232,4402417f9e7e3b8265ebbaee5ec2727587fb266fc183dea1ee207ea44a186662,0.057
437,78e2a58317bf8840de7d6289b57983fc2796a72e36ef177fc5de441979ebdbd3,0.055
432,ae0d137550d5d5f013585a95ab5ec9edb4c5a1d286fcf294afcfb5e255a943ea,0.055
93,73d224bab3cbde24705b7c32a5f7aec8a9d51dfccb04ee65158097be0d404a74,0.053
139,119c184e9451b0d8c0f87b4eab492ad03a8de44d97e0b0f13d1e16ee052f9a77,0.052
48,08620ea308eb7bf0207cdd28de4aece5d82becd952b2e3bcecf06fd0e1c24d66,0.051
96,9f9ccb6d784b67aae9c1f45bf55527843be9cc71b36f11de1589af10a19ffadb,0.051
38,bbe6d9a4a88f3705e83523b48089777198c3e2c14d92f520fae7d0e323a0a5da,0.05
410,2d7582cbe03c04e55204ea5523757051c51849b7093664b1d65a003bf37d02f6,0.049
122,6a386fbcbe2eab59853dac55fbd3466e1bcb13e413dfa2ecb1c1941d593900c4,0.049
357,73773341b32011b71ac6a3cfc8f4e8836782c372f42effd0996860029d0830fa,0.049
206,4b7d61db73e81a05eb81a80f4b107fd62e10be11882beebf98aed26701c35b24,0.046
386,34cceafc91dd995076b30db885079ee04e6064437c134577ef2191b2dbf0c455,0.046
391,8cb627b13dfb9fea9ea064ebc9f338c0b07c928f088f8a34eb747a44d3b2f918,0.042
160,f8ede35737c08aae051f4f4c03fadfc0665b472cd2ecedbc3666648ee52addb5,0.041
186,81196245779bc02c1dd236ef590ed49cee946b9425ad3f2830dfc4eea8418ee7,0.041
346,19dfcba11370cf2730fd58827b4a127e8a44778ce45a6036ad1abf4c3b0c16ce,0.04
409,781e83d84c9264820361c3024e48906d5db2e0eb8754444feba49533c66bcc7b,0.04
402,0af0936eec33328b3af0c091652c1767049e3f40f69d9cf7b80c6d4763f74ae0,0.04
257,23a5eb30853eb9e36a07f0500ab9c95de463fab24a2f104f4515cf0f58256be5,0.04
153,878941f08ce9d9d6cdb82619802633aeb94614fbcef61e96650cf0da241cbf5b,0.04
129,e532402800ba5abc95e7d8bb85413b738e7bb5419e57deee05306365788e9d58,0.04
252,fd6f8db785ed2272c89604a9512d1b1bb0a8f8e49dc8456d121c4fbd31040f34,0.04
377,a95cf941f90e5056d20af417830dc8ec38028d15d96cb6fb7996af1f448fd370,0.04
22,bc0d48f047e0627aae2f5adf9fbf9bfb82a429c47f35d76033a7bfc3930139c2,0.04
209,9841a15de3c499dbb173aa3933fa8efacc57499e169b7411e4a0a6c9eb257ba2,0.04
162,9b2729d2285f7c1a01ef3136b1b66dbb0b4119c85a82a26b4d73be39ebec7255,0.04
3,dc9d155f5bcd3172031e2ec9431786e8871ff4b0ff4728bb62194ca0842cce3e,0.036
53,41d4bd2f309e07bdf69105c21b1b6fc4c5edef0281d0e847c2bf7c102f32f695,0.035
408,403830428019c0160ccc3c7019e2a4464b205830a1470c8c5eab3f60290f2f55,0.035
20,c95a0b1e2f396e63814da58da7c62a5b592d2beee1fe4294b829557cb186ee4a,0.033
77,61f63dac76901fbafec4d97317900dbc06252f7c36c958d1892b3dd3a0ace272,0.029
56,8b1ef1357984e238a8fc6210b49ea11821dc0b0316d5f087f695cc286817bfdd,0.025
396,2c2f7dda053d52ec30c22e0c2b4407c4e723ef2e9b2c5de8b381b86cdad35b65,0.024
124,e89a913b130c98695a00d5287c68cd2031aee314f80a8077a9ddfcad41e67540,0.021
285,3ba59bab69d17dd258347c6dc047b22ccae25fc09ee0b4fbf482ec5fa6dab8d9,0.021
149,09832d3c0f37e6a49dacdb4ef5b6e2d23c8b2d096136efb01becf37f2bf86ea7,0.021
355,559a1d00ebef7a82568d5f48ab9f1bb2041799e11443230567d4ab00777920fd,0.02
238,7ddf791174bffa01ca9856ee6c2fb4b4bbaafb0d46c78b16f52d52cead807bae,0.02
463,0139e194ea0a5d43044d1e94e9429de1e8d722a7d0d04a2aab5a2d5eabd1661d,0.02
299,d2314ad62df4272fe6b39d93bf8d41a85c5fe95299ad9a180b0e1012118cd54e,0.02
135,61999f5f04a0df27992fa2c08245538d6981ff9314cc7229dfb656d8c14e8e2f,0.02
59,28de15f3f5c530e8d65fe9223054fc692a058e1ab2c6a1586f8c597635ce8523,0.02
128,18068d7075e14c0f08fb2ddc3a1bd433546ead684b68679e536a832c956c9e03,0.02
385,1a0933aa14387e45e42f98fce16e3a646ec5465f81a9f8ed555764f7d3856c2e,0.02
353,804e5547ccd0f1f31961dee6e4c68f4061091cf3e19bc557edccb8576056c2cc,0.02
426,9afd2fad6085451a6f2146e898b6fd557098042f34a068f0ae8c3b9c8f80dc3d,0.02
200,2e34887354b89471ce92936b1581a82aeb1129a56505dadf8fc9fecd90a416de,0.02
170,205e0016314263d829d798bd3a08084a3e8b230626b956036ccf617de39e5c2a,0.02
71,7f60ad3c0e79f95eae7efe32d0edba223f5fc76ae6785a8e71d7c83bcba8aa63,0.02
41,bb805de3e054332a3447966af2ee75fbed0b08a0227589b40b61e2de7fa59e2a,0.02
414,c29fde6c138dd7dcda1aaf3a811a2c49a328d7e9bb711c8c1e8981d11ca39d5d,0.02
332,a2870fd28b78267d575f39f1124c9ad3bb0de8bb300b66d571e7e388a2bb5a70,0.02
81,b17a9262a904fbb2786a325f64e87a5123f995fb53859f1aa1d34c3ae1cc7c0b,0.015
17,fe595499889f866ed9380cbe338ad3362c9bc20618f4356579cd48c5b2b83e37,0.013
216,2064d45bb4ae9c653428313b3df4105991cc9cef4e62c630cf93b21585d420a3,0.01
110,d315e2e44cbea114a514a2cc977894879669f1340f0a5246e1936865d1acd2ff,0.009
150,71288e385e826aa16d499feaf47c3a7a6c92b9cdc3979f9fbae0d461dd37d9cb,0.009
425,0a7a9f3f64456323434f646ac03702d8a9c11f0b07e090588bb7704aeb7b9754,0.004
340,b98680aa75937ca2d88ee228d4d6d23d61910792556bad051f14bae0b1246887,0.002
115,d7d5c5ef52144e5dd138127c5f616cc601cf1ab08eba48382066b85d5ed77694,0.001
